"disasterNumber","declarationYear","incidentType","applicationTitle","damageCategoryCode","projectSize","stateNumberCode","projectAmount","federalShareObligated","totalObligated","obligatedDate"
1877,2010,"Severe Storm(s)","IDOTB06   Emergency Protective Measures / Ida Co.","B - Protective Measures","Small","19",19923,14942.25,14942.25,"2010-05-20T21:31:36.000Z"
1877,2010,"Severe Storm(s)","IDOTB13    Emergency Prot Measures / Palo Alto County","B - Protective Measures","Small","19",12465.33,9349,9349,"2010-05-20T21:31:36.000Z"
1877,2010,"Severe Storm(s)","IDOTB11 EPM/Plymouth County","B - Protective Measures","Small","19",51921.91,38941.43,38941.43,"2010-05-20T21:31:36.000Z"
1877,2010,"Severe Storm(s)","IDOTB10   Emergency Protective Measures / Woodbury Co","B - Protective Measures","Large","19",94165.88,70624.41,70624.41,"2010-05-17T16:28:53.000Z"
1877,2010,"Severe Storm(s)","IDOTB12  Emergency Protective Measures/O'Brien County","B - Protective Measures","Small","19",27583.61,20687.71,20687.71,"2010-05-20T21:31:36.000Z"
1877,2010,"Severe Storm(s)","IDOTB07 Emergency Prot Measures / Page County","B - Protective Measures","Small","19",20408.57,15306.43,15306.43,"2010-05-20T21:31:36.000Z"
1877,2010,"Severe Storm(s)","IDOTB03  Emergency Protective Measures / Emmet Co.","B - Protective Measures","Small","19",10154.48,7615.86,7615.86,"2010-05-20T21:31:36.000Z"
1877,2010,"Severe Storm(s)","IDOTB14   Emergency Protective Measures","B - Protective Measures","Small","19",28536.08,21402.06,21402.06,"2010-05-20T21:31:36.000Z"
1877,2010,"Severe Storm(s)","IDOTB04   Emergency Protective Measres","B - Protective Measures","Small","19",49759.72,37319.79,37319.79,"2010-05-20T21:31:36.000Z"
1877,2010,"Severe Storm(s)","IDOTB15   Emergency Protective Measures","B - Protective Measures","Small","19",2568.29,1926.22,1926.22,"2010-05-20T21:31:36.000Z"
1877,2010,"Severe Storm(s)","IDOTB09    Emergency Protective Measures / Sioux Co","B - Protective Measures","Small","19",43699.57,32774.68,32774.68,"2010-05-20T21:31:36.000Z"
1877,2010,"Severe Storm(s)","IDOTB16   Emergency Protective Measures","B - Protective Measures","Small","19",28317.88,21238.41,21238.41,"2010-05-25T19:54:06.000Z"
1877,2010,"Severe Storm(s)","IDOTB05   Emergency Protective Measures / Harrison Co.","B - Protective Measures","Small","19",57221.63,42916.22,42916.22,"2010-05-20T21:31:36.000Z"
1877,2010,"Severe Storm(s)","IDOTB01  Emergency Protective Measures / Cherokee Co","B - Protective Measures","Small","19",20992.93,15744.7,15744.7,"2010-05-25T19:54:06.000Z"
1877,2010,"Severe Storm(s)","NVREC01   Overhead  Electrical Distribution System","B - Protective Measures","Small","19",5375.45,4031.59,4031.59,"2010-05-25T19:54:06.000Z"
1877,2010,"Severe Storm(s)","RW01 - Water Booster Pumping Station #4","F - Public Utilities","Small","19",18753.35,14065.01,14065.01,"2010-08-13T17:15:17.000Z"
1877,2010,"Severe Storm(s)","WCIRWA1 - Water Distribution System","B - Protective Measures","Small","19",23161.12,17370.84,17370.84,"2010-06-01T17:00:45.000Z"
1877,2010,"Severe Storm(s)","HCREC02 Overhead Electrical Distribution System","F - Public Utilities","Large","19",64053.17,48039.88,48039.88,"2010-08-13T17:15:17.000Z"
1877,2010,"Severe Storm(s)","HCREC01 Overhed Electrical Distribution System","B - Protective Measures","Small","19",1702.85,1277.14,1277.14,"2010-06-01T17:00:45.000Z"
1877,2010,"Severe Storm(s)","NIPCO01  Electric Transmission System","F - Public Utilities","Large","19",72568.59,54426.44,54426.44,"2010-08-13T17:15:17.000Z"
1877,2010,"Severe Storm(s)","FBA04 - Electrical Distribution System","B - Protective Measures","Small","19",3138.09,2353.57,2353.57,"2010-06-01T17:00:45.000Z"
1877,2010,"Severe Storm(s)","FFA06 - Electric Distribution System","F - Public Utilities","Small","19",54463.14,40847.36,40847.36,"2010-08-13T17:15:17.000Z"
1877,2010,"Severe Storm(s)","FBC05 - Farmers Electric Cooperative, Inc","B - Protective Measures","Small","19",2683.85,2012.89,2012.89,"2010-06-07T17:59:06.000Z"
1877,2010,"Severe Storm(s)","FFC07 - Electrical Distribution System","F - Public Utilities","Small","19",43234.02,32425.52,32425.52,"2010-08-13T17:15:17.000Z"
1877,2010,"Severe Storm(s)","CI-02 Roof of Building","E - Public Buildings","Small","19",6912.2,5184.15,5184.15,"2010-08-13T17:15:17.000Z"
1877,2010,"Severe Storm(s)","ILEC03 - Electric Distribution System","F - Public Utilities","Large","19",87662.67,65747,65747,"2010-08-13T17:15:17.000Z"
1877,2010,"Severe Storm(s)","ILEC09  Electric Distribution System","F - Public Utilities","Small","19",47426.33,35569.75,35569.75,"2011-06-02T23:25:51.000Z"
1877,2010,"Severe Storm(s)","CCEC08 Electric Distribution system","F - Public Utilities","Large","19",73320.99,54990.74,54990.74,"2010-08-13T17:15:17.000Z"
1877,2010,"Severe Storm(s)","ILEC12 - Electric Distribution System","F - Public Utilities","Large","19",236098.55,177073.91,177073.91,"2010-09-29T00:18:11.000Z"
1877,2010,"Severe Storm(s)","ILEC06 - Electric Distribution System","F - Public Utilities","Large","19",106745.2,80058.9,80058.9,"2010-09-29T00:18:11.000Z"
1877,2010,"Severe Storm(s)","ILEC08 Electric Distribution System","F - Public Utilities","Large","19",105627.65,79220.74,79220.74,"2010-09-29T00:18:11.000Z"
1877,2010,"Severe Storm(s)","ILEC11  -  Electric Distribution System","F - Public Utilities","Large","19",152893.25,114669.94,114669.94,"2011-10-05T19:45:45.000Z"
1877,2010,"Severe Storm(s)","ILEC07 - Electric Distribution","F - Public Utilities","Large","19",166379.28,124784.45,124784.45,"2010-09-29T00:18:11.000Z"
1877,2010,"Severe Storm(s)","WIPC01 Overhead Electrical Distribution System","B - Protective Measures","Small","19",1942.28,1456.71,1456.71,"2010-06-19T15:15:09.000Z"
1877,2010,"Severe Storm(s)","NVREC02 - Overhead Electrical Distribution System","F - Public Utilities","Large","19",283400.03,212550.02,212550.02,"2010-08-13T17:15:17.000Z"
1877,2010,"Severe Storm(s)","WIPC02 -  Overhead Electrical Distribution System","F - Public Utilities","Large","19",707062.59,530296.94,530296.94,"2010-08-13T17:15:17.000Z"
1877,2010,"Severe Storm(s)","CL 4264 - Indirect Administrative Costs","Z - State Management","Large","19",222699,222699,222699,"2010-06-19T17:14:51.000Z"
1877,2010,"Severe Storm(s)","NWREC02 - Electric Distribution System","F - Public Utilities","Small","19",31131.39,23348.54,23348.54,"2010-08-13T17:15:17.000Z"
1877,2010,"Severe Storm(s)","ILEC02 - Electric Distribution System","F - Public Utilities","Large","19",77719.93,58289.95,58289.95,"2010-08-13T17:15:17.000Z"
1877,2010,"Severe Storm(s)","RVEC02 - Electrical Distribution System","F - Public Utilities","Small","19",55290.67,41468,41468,"2010-08-13T17:15:17.000Z"
1877,2010,"Severe Storm(s)","NWREC01 -  Electric Distribution System","F - Public Utilities","Small","19",7568.72,5676.54,5676.54,"2010-08-13T17:15:17.000Z"
1877,2010,"Severe Storm(s)","ILEC10 - Electric Distribution System","F - Public Utilities","Large","19",92678.82,69509.12,69509.12,"2011-03-16T00:51:19.000Z"
1877,2010,"Severe Storm(s)","ILEC13 - Electric Distribution System","F - Public Utilities","Small","19",39400.59,29550.44,29550.44,"2011-03-16T00:51:19.000Z"
1877,2010,"Severe Storm(s)","ILEC14 -  Electric Distribution System","F - Public Utilities","Small","19",62589.61,46942.21,46942.21,"2011-10-05T19:45:45.000Z"
1877,2010,"Severe Storm(s)","ILEC04 - Electric Distribution System","F - Public Utilities","Large","19",103469.84,77602.38,77602.38,"2010-08-13T17:15:17.000Z"
1877,2010,"Severe Storm(s)","CBPC10B - EMP","B - Protective Measures","Small","19",16019.74,12014.81,12014.81,"2010-07-14T17:36:44.000Z"
1877,2010,"Severe Storm(s)","RVEC01 - Electrical Distribution System","F - Public Utilities","Large","19",298599.58,223949.69,223949.69,"2010-08-13T17:15:17.000Z"
1877,2010,"Severe Storm(s)","ILEC05 - Electric Distribution System","F - Public Utilities","Large","19",87711.71,65783.78,65783.78,"2010-08-13T17:15:17.000Z"
1877,2010,"Severe Storm(s)","GFA06 - Electrical Distribution","F - Public Utilities","Large","19",150213.13,112659.85,112659.85,"2010-08-13T17:15:17.000Z"
1877,2010,"Severe Storm(s)","CBPC01F - Electrical Distribution System","F - Public Utilities","Small","19",14836.91,11127.68,11127.68,"2010-08-13T17:15:17.000Z"
1877,2010,"Severe Storm(s)","GFA05 - Electrical Distribution System","F - Public Utilities","Small","19",9939.13,7454.35,7454.35,"2010-08-13T17:15:17.000Z"
1877,2010,"Severe Storm(s)","GFG08 - Electrical Distribution System","F - Public Utilities","Large","19",137548.56,103161.42,103161.42,"2010-08-13T17:15:17.000Z"
1877,2010,"Severe Storm(s)","GFC07 - Electrical Distribution System","F - Public Utilities","Small","19",5866.84,4400.13,4400.13,"2010-08-13T17:15:17.000Z"
1877,2010,"Severe Storm(s)","CBPC02F - Electrical Distribution System","F - Public Utilities","Small","19",60279.02,45209.27,45209.27,"2010-08-13T17:15:17.000Z"
1877,2010,"Severe Storm(s)","SFC01 - Electric Distrubution System","F - Public Utilities","Small","19",2294.91,1721.18,1721.18,"2010-08-13T17:15:17.000Z"
1877,2010,"Severe Storm(s)","ILEC01 - Electrical Distribution System","F - Public Utilities","Large","19",124031.32,93023.5,93023.5,"2010-08-13T17:15:17.000Z"
1877,2010,"Severe Storm(s)","HSEMD01 - Direct Administrative Costs - Grantee","Z - State Management","Small","19",2340,1755,1755,"2011-12-09T19:49:51.000Z"
1877,2010,"Severe Storm(s)","IHSEMD02 - Direct Administrative Costs - Grantee","Z - State Management","Small","19",3420,2565,2565,"2011-12-09T19:49:51.000Z"
1877,2010,"Severe Storm(s)","IHSEMD03 - Direct Administrative Cost - Grantee","Z - State Management","Small","19",3420,2565,2565,"2011-12-09T19:49:51.000Z"
1877,2010,"Severe Storm(s)","IHSEMD04 - Direct Administrative Costs - Grantee","Z - State Management","Small","19",3420,2565,2565,"2011-12-09T19:49:51.000Z"
1877,2010,"Severe Storm(s)","IHSEMD05 - Direct Administrative Costs - Grantee","Z - State Management","Small","19",3420,2565,2565,"2011-12-09T19:49:51.000Z"
1877,2010,"Severe Storm(s)","IHSEMD06 - Direct Administrative Costs - Grantee","Z - State Management","Small","19",6480,4860,4860,"2011-12-09T19:49:51.000Z"
1877,2010,"Severe Storm(s)","IHSEMD07 - Direct Administrative Costs - Grantee","Z - State Management","Small","19",28260,21195,21195,"2011-12-09T19:49:51.000Z"
1878,2010,"Severe Storm(s)","SWJW01F - Distribution Power Line Systems","F - Public Utilities","Small","31",1760.6,1320.45,1320.45,"2010-08-12T02:14:36.000Z"
1878,2010,"Severe Storm(s)","ANJW01F - Distribution Power Line Systems","F - Public Utilities","Small","31",1327.12,995.34,995.34,"2010-08-12T02:14:36.000Z"
1878,2010,"Severe Storm(s)","HAJW01F - Distribution Power Line Systems","F - Public Utilities","Small","31",2606.96,1955.22,1955.22,"2010-08-12T02:14:36.000Z"
1878,2010,"Severe Storm(s)","MRNB01F - Distribution Power Line Systems","F - Public Utilities","Small","31",28350,21262.5,21262.5,"2010-08-12T02:14:36.000Z"
1878,2010,"Severe Storm(s)","YKJW02F - Distribution Power Line System","F - Public Utilities","Small","31",8553.18,6414.89,6414.89,"2010-08-12T02:14:36.000Z"
1878,2010,"Severe Storm(s)","KPNB01F Distribution Power Line System","F - Public Utilities","Small","31",61781.3,46335.98,46335.98,"2010-08-12T02:14:36.000Z"
1878,2010,"Severe Storm(s)","WHNB01F - Distribution Power Line System","F - Public Utilities","Small","31",1260.89,945.67,945.67,"2010-08-12T02:14:36.000Z"
1878,2010,"Severe Storm(s)","GFNB01F- Distribution Power Line Systems","F - Public Utilities","Small","31",5926.95,4445.21,4445.21,"2010-08-12T02:14:36.000Z"
1878,2010,"Severe Storm(s)","CHNB01F -  Distribution Power Line System","F - Public Utilities","Large","31",58253.47,43690.11,43690.11,"2010-08-12T02:14:36.000Z"
1878,2010,"Severe Storm(s)","BTJW01F-Electric Distribution Systems","F - Public Utilities","Small","31",6484.17,4863.13,4863.13,"2010-08-12T02:14:36.000Z"
1878,2010,"Severe Storm(s)","CHJW01F-Electric Distribution Systems","F - Public Utilities","Small","31",54692.49,41019.37,41019.37,"2010-08-12T02:14:36.000Z"
1878,2010,"Severe Storm(s)","BRLH01F-Distribution Power Line Systems","F - Public Utilities","Small","31",10190.73,7643.05,7643.05,"2010-08-12T02:14:36.000Z"
1878,2010,"Severe Storm(s)","HOJW01F-Electric Distribution Systems","F - Public Utilities","Small","31",12353.35,9265.01,9265.01,"2010-08-12T02:14:36.000Z"
1878,2010,"Severe Storm(s)","NKJW01F-Electric Distribution Systems","F - Public Utilities","Small","31",9235.58,6926.69,6926.69,"2010-08-12T02:14:36.000Z"
1878,2010,"Severe Storm(s)","YKJW01F-York County Service Lines","F - Public Utilities","Small","31",15838.3,11878.73,11878.73,"2010-08-12T02:14:36.000Z"
1878,2010,"Severe Storm(s)","CHNB02F-Distribution Power Line System","F - Public Utilities","Small","31",36732.15,27549.11,27549.11,"2010-08-12T02:14:36.000Z"
1878,2010,"Severe Storm(s)","BRNB01F  Distribution Power Line System","F - Public Utilities","Large","31",111352.96,83514.72,83514.72,"2010-08-12T02:14:36.000Z"
1878,2010,"Severe Storm(s)","RKNB01F Distribution Power Line System","F - Public Utilities","Large","31",189271.78,141953.83,141953.83,"2010-08-12T02:14:36.000Z"
1878,2010,"Severe Storm(s)","FMJW01F Fillmore County Service Lines","F - Public Utilities","Large","31",131066.47,98299.85,98299.85,"2010-08-12T02:14:36.000Z"
1878,2010,"Severe Storm(s)","NAJW01F Power Distribution Lines","F - Public Utilities","Small","31",9632.34,7224.26,7224.26,"2010-08-12T02:14:36.000Z"
1878,2010,"Severe Storm(s)","ANJW03F Distribution Electric System","F - Public Utilities","Small","31",4945.33,3709,3709,"2010-08-12T02:14:36.000Z"
1878,2010,"Severe Storm(s)","SUJW01F - Distribution Power Lines","F - Public Utilities","Small","31",2029.22,1521.92,1521.92,"2010-08-12T02:14:36.000Z"
1878,2010,"Severe Storm(s)","BUJW02F - Distribution Power Lines","F - Public Utilities","Small","31",15507.95,11630.96,11630.96,"2010-08-12T02:14:36.000Z"
1878,2010,"Severe Storm(s)","MDJW03F - Electric Distribution System","F - Public Utilities","Small","31",22454.63,16840.97,16840.97,"2010-08-12T02:14:36.000Z"
1878,2010,"Severe Storm(s)","HLNB01F - Distribution Power Line Systems","F - Public Utilities","Large","31",128429.9,96322.43,96322.43,"2010-08-12T02:14:36.000Z"
1878,2010,"Severe Storm(s)","KXNB01F - Electrical Sub'Stations and Warehouse area","F - Public Utilities","Small","31",2105,1578.75,1578.75,"2010-08-12T02:14:36.000Z"
1878,2010,"Severe Storm(s)","CENB01B-Electrical Sub'Stations & Warehouse Area","B - Protective Measures","Small","31",3064.41,2298.31,2298.31,"2010-06-04T00:36:02.000Z"
1878,2010,"Severe Storm(s)","CENB01F - Distribution Power Line Systems","F - Public Utilities","Small","31",3396.61,2547.46,2547.46,"2010-08-12T02:14:36.000Z"
1878,2010,"Severe Storm(s)","CUJW01F-Distribution Power Lines","F - Public Utilities","Small","31",11752.47,8814.35,8814.35,"2010-08-12T02:14:36.000Z"
1878,2010,"Severe Storm(s)","KXNB01B - Electrical Sub-stations","B - Protective Measures","Small","31",1075,806.25,806.25,"2010-06-04T00:36:02.000Z"
1878,2010,"Severe Storm(s)","GANB01F - Distribution Power Line Systems","F - Public Utilities","Large","31",74017.04,55512.78,55512.78,"2010-08-12T02:14:36.000Z"
1878,2010,"Severe Storm(s)","SANB01F - Distribution Power Line Systems","F - Public Utilities","Small","31",62286.22,46714.67,46714.67,"2010-08-12T02:14:36.000Z"
1878,2010,"Severe Storm(s)","LANB01F - Distribution Power Line Systems","F - Public Utilities","Large","31",110016.41,82512.31,82512.31,"2010-08-12T02:14:36.000Z"
1878,2010,"Severe Storm(s)","MDJW03B-Electric Distribution System","B - Protective Measures","Small","31",2610,1957.5,1957.5,"2010-05-26T00:41:03.000Z"
1878,2010,"Severe Storm(s)","JFNB02F - Distribution Power Line Systems","F - Public Utilities","Small","31",58642.26,43981.7,43981.7,"2010-08-12T02:14:36.000Z"
1878,2010,"Severe Storm(s)","CFJW01F - Power Distribution Lines","F - Public Utilities","Small","31",3560.27,2670.2,2670.2,"2010-08-12T02:14:36.000Z"
1878,2010,"Severe Storm(s)","BTTM01B - Electrical Distribution Lines and Equipment","B - Protective Measures","Small","31",6012.5,4509.38,4509.38,"2010-05-26T00:41:03.000Z"
1878,2010,"Severe Storm(s)","TANB01F-Distribution Power Line Systems","F - Public Utilities","Large","31",126327.27,94745.45,94745.45,"2010-08-12T02:14:36.000Z"
1878,2010,"Severe Storm(s)","PLJW01F-Power Distribution Lines","F - Public Utilities","Small","31",28298.43,21223.82,21223.82,"2010-08-12T02:14:36.000Z"
1878,2010,"Severe Storm(s)","BNJW01F-Power Distribution Lines","F - Public Utilities","Small","31",13217.73,9913.3,9913.3,"2010-08-12T02:14:36.000Z"
1878,2010,"Severe Storm(s)","SWTM02F-Electrical Distribution Lines and Equipment","F - Public Utilities","Small","31",18057.3,13542.98,13542.98,"2010-08-12T02:14:36.000Z"
1878,2010,"Severe Storm(s)","DONB01B - Distribution Stations Emergency snow removal","B - Protective Measures","Small","31",10307.12,7730.34,7730.34,"2010-09-16T23:26:26.000Z"
1878,2010,"Severe Storm(s)","SWTM01F - Electrical Distribution Lines and Equipment","F - Public Utilities","Large","31",110087.83,82565.87,82565.87,"2010-08-12T02:14:36.000Z"
1878,2010,"Severe Storm(s)","HANB01F-Distribution Power Line System","F - Public Utilities","Small","31",43009.75,32257.31,32257.31,"2010-08-12T02:14:36.000Z"
1878,2010,"Severe Storm(s)","ADNB01F - Distribution Power Line System","F - Public Utilities","Small","31",38776.67,29082.5,29082.5,"2010-08-12T02:14:36.000Z"
1878,2010,"Severe Storm(s)","BTTM01B-Electrical Distribution Lines & Equipment","B - Protective Measures","Small","31",25482.85,19112.14,19112.14,"2010-07-13T20:08:12.000Z"
1878,2010,"Severe Storm(s)","PKNB01F - Distribution Power Line System","F - Public Utilities","Large","31",78164.76,58623.58,58623.58,"2010-08-12T02:14:36.000Z"
1878,2010,"Severe Storm(s)","DONB02F - Water Distribution","F - Public Utilities","Small","31",19583.71,14687.78,14687.78,"2010-08-12T02:14:36.000Z"
1878,2010,"Severe Storm(s)","CLNB01F - Distribution Power Line System","F - Public Utilities","Small","31",19211.27,14408.45,14408.45,"2010-08-12T02:14:36.000Z"
1878,2010,"Severe Storm(s)","NUTM02F/NUNB02F- Distribution Power Line System","F - Public Utilities","Small","31",48724.84,36543.63,36543.63,"2010-09-23T21:23:40.000Z"
1878,2010,"Severe Storm(s)","NUNB03F Distribution Power Line System","F - Public Utilities","Large","31",79254.32,59440.74,59440.74,"2010-09-23T21:23:40.000Z"
1878,2010,"Severe Storm(s)","OTLH01F - Electric Distribution System","F - Public Utilities","Small","31",20403.73,15302.8,15302.8,"2010-08-12T02:14:36.000Z"
1878,2010,"Severe Storm(s)","FRJW01F-Distribution Power Lines","F - Public Utilities","Small","31",7666.43,5749.82,5749.82,"2010-08-12T02:14:36.000Z"
1878,2010,"Severe Storm(s)","HRJW01F-Distribution Power Lines","F - Public Utilities","Small","31",19869.37,14902.03,14902.03,"2010-08-12T02:14:36.000Z"
1878,2010,"Severe Storm(s)","GSJW01F-Distribution Power Lines","F - Public Utilities","Small","31",27079.65,20309.74,20309.74,"2010-09-23T21:23:40.000Z"
